condition_id,method,bit_width,seed,task,example_index,example_id,batch_id,batch_size,batch_padded_prompt_tokens,prompt_tokens,generated_tokens,batch_prefill_seconds,batch_decode_seconds,batch_decode_steps,batch_total_seconds,prefill_seconds,decode_seconds,decode_seconds_per_token,total_seconds,peak_gpu_memory_bytes,theoretical_kv_bytes_per_token,actual_cache_dtype
learned_K4_V16_s29,learned,4,29,qasper,7,1bd9a082bd7b5ab6c152dbda3db38c0c3bc92cddf82383a3,qasper_batch0000_examples7-7,1,3606,3606,19,0.9280785992741585,0.748965784907341,18,1.6933318823575974,0.9280785992741585,0.748965784907341,0.04160921027263006,1.6933318823575974,17102683648,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,51,d95b33cbe3496fb98638b3c3b1a956847b6472aa8d18a5cc,qasper_batch0001_examples51-51,1,3385,3385,16,0.6288609430193901,0.5928587913513184,15,1.22516380995512,0.6288609430193901,0.5928587913513184,0.039523919423421226,1.22516380995512,17036550144,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,54,b959a2ca0687fbe1c4f11a6fda00eb9341525f1502c9afc6,qasper_batch0002_examples54-54,1,5608,5608,27,1.0564675107598305,1.2459966018795967,26,2.308273069560528,1.0564675107598305,1.2459966018795967,0.04792294622613834,2.308273069560528,17664881152,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,75,b1fdb80cd96f455762f4f3be78a4932e7ae5edb2802d9e5c,qasper_batch0003_examples75-75,1,4379,4379,9,0.8252462670207024,0.3469453230500221,8,1.174218825995922,0.8252462670207024,0.3469453230500221,0.043368165381252766,1.174218825995922,17308354048,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,99,d9c7574b1ed1ebd6eb755e6bbeee3513c9c912771059348c,qasper_batch0004_examples99-99,1,3683,3683,20,0.6845717206597328,0.7714559361338615,19,1.4604623764753342,0.6845717206597328,0.7714559361338615,0.040602944007045345,1.4604623764753342,17117895680,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,114,e28df0e3283943b1e011e1dba7a231e35269588b73697ca4,qasper_batch0005_examples114-114,1,10226,10226,3,2.049698144197464,0.13362477719783783,2,2.1841315552592278,2.049698144197464,0.13362477719783783,0.06681238859891891,2.1841315552592278,18937923584,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,140,755daa298cdf770c8ed19ddf39270f07e077d88a82aaa0dc,qasper_batch0006_examples140-140,1,5644,5644,20,1.0790615901350975,0.9134672284126282,19,1.99675901979208,1.0790615901350975,0.9134672284126282,0.04807722254803306,1.99675901979208,17668541952,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,144,0225501ce54ac2c95a557a5691a4322482af24748391e6e9,qasper_batch0007_examples144-144,1,6337,6337,24,1.214621402323246,1.1646768897771835,23,2.384943649172783,1.214621402323246,1.1646768897771835,0.050638125642486244,2.384943649172783,17863262208,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,145,34c5eb16ccc55869a263dfda28d028267e29ee243880c9d5,qasper_batch0008_examples145-145,1,7195,7195,24,1.3953078389167786,1.2394718006253242,23,2.6408542171120644,1.3953078389167786,1.2394718006253242,0.05389007828805758,2.6408542171120644,18096934400,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,159,d5e92fcef6747ba1518ae7d8a46ad274b585425b2c889d5b,qasper_batch0009_examples159-159,1,6024,6024,29,1.1562949419021606,1.3849388435482979,28,2.547668755054474,1.1562949419021606,1.3849388435482979,0.04946210155529635,2.547668755054474,17773752832,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,209,074b526f101518a8f5c810fed1e28f757dacb7805b161e22,qasper_batch0010_examples209-209,1,19550,19550,14,4.470850966870785,1.295350156724453,13,5.769715212285519,4.470850966870785,1.295350156724453,0.09964231974803485,5.769715212285519,21536365568,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,212,21fc5caf7a80aa10b3d9e86ca96d466edb09ae8961c22c85,qasper_batch0011_examples212-212,1,17349,17349,3,3.853024013340473,0.18831255286931992,2,4.04215420037508,3.853024013340473,0.18831255286931992,0.09415627643465996,4.04215420037508,20919502848,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,217,3a92f5b9ebedea5d5efd1f4af956b59b4e0ae6ee33db136f,qasper_batch0012_examples217-217,1,10666,10666,17,2.159596897661686,1.0659679919481277,16,3.2301971465349197,2.159596897661686,1.0659679919481277,0.06662299949675798,3.2301971465349197,19061838336,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,221,1bb7cd04a893fe2a5497bdf7d0dcb064da2ef56144b44bdd,qasper_batch0013_examples221-221,1,21283,21283,51,4.99033347517252,5.2930101454257965,50,10.298400104045868,4.99033347517252,5.2930101454257965,0.10586020290851593,10.298400104045868,22028695552,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,qasper,223,6fd8cd7777d0b6f36ccdfc044d9b5056e519fd11feb2a750,qasper_batch0014_examples223-223,1,21285,21285,33,4.990256257355213,3.388555556535721,32,8.387544296681881,4.990256257355213,3.388555556535721,0.10589236114174128,8.387544296681881,22024239104,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,multifieldqa_en,11,94ccf4d54b36e7e9d4aa594a7bc426528630a5b8aff296a4,multifieldqa_en_batch0000_examples11-11,1,4473,4473,4,0.8291243687272072,0.13246682286262512,3,0.9624440371990204,0.8291243687272072,0.13246682286262512,0.04415560762087504,0.9624440371990204,17333144576,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,multifieldqa_en,38,235a5c99cd7fae9e2b410ad99c1b1fafea43799d3f1138a8,multifieldqa_en_batch0001_examples38-38,1,2746,2746,8,0.5075215548276901,0.26028164476156235,7,0.769457258284092,0.5075215548276901,0.26028164476156235,0.03718309210879462,0.769457258284092,16853199872,82944,bfloat16 reconstructed-key emulation
learned_K4_V16_s29,learned,4,29,multifieldqa_en,44,ec016e90ac78727f3c4aa176db472724bda53c07cb8cb696,multifieldqa_en_batch0002_examples44-44,1,4666,4666,55,0.8804317265748978,2.3928342685103416,54,3.2849508970975876,0.8804317265748978,2.3928342685103416,0.04431174571315447,3.2849508970975876,17401110528,82944,bfloat16 reconstructed-key emulation
