condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
random_K4_V16_s17,random,4,17,qasper,Single QA,1,96.00000000000001,96.0,0.0
random_K4_V16_s17,random,4,17,multifieldqa_en,Single QA,1,100.0,100.0,0.0
random_K4_V16_s17,random,4,17,hotpotqa,Multi QA,1,0.0,0.0,0.0
random_K4_V16_s17,random,4,17,2wikimqa,Multi QA,1,0.0,0.0,0.0
random_K4_V16_s17,random,4,17,gov_report,Summarization,1,28.8389508535328,28.84,0.0
random_K4_V16_s17,random,4,17,multi_news,Summarization,1,26.262625762741052,26.26,0.0
random_K4_V16_s17,random,4,17,trec,Few-shot,1,0.0,0.0,0.0
random_K4_V16_s17,random,4,17,triviaqa,Few-shot,1,100.0,100.0,0.0
random_K4_V16_s17,random,4,17,samsum,Few-shot,1,46.808510140334995,46.81,0.0
random_K4_V16_s17,random,4,17,passage_count,Synthetic,1,0.0,0.0,0.0
random_K4_V16_s17,random,4,17,passage_retrieval_en,Synthetic,1,100.0,100.0,0.0
random_K4_V16_s17,random,4,17,lcc,Code,1,61.0,61.0,0.0
random_K4_V16_s17,random,4,17,repobench-p,Code,1,33.0,33.0,0.0
