condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
learned_K2_V16_s17,learned,2,17,qasper,Single QA,1,61.53846153846153,61.54,0.0
learned_K2_V16_s17,learned,2,17,multifieldqa_en,Single QA,1,100.0,100.0,0.0
learned_K2_V16_s17,learned,2,17,hotpotqa,Multi QA,1,66.66666666666666,66.67,0.0
learned_K2_V16_s17,learned,2,17,2wikimqa,Multi QA,1,0.0,0.0,0.0
learned_K2_V16_s17,learned,2,17,gov_report,Summarization,1,30.36053085713052,30.36,0.0
learned_K2_V16_s17,learned,2,17,multi_news,Summarization,1,22.91666616776531,22.92,0.0
learned_K2_V16_s17,learned,2,17,trec,Few-shot,1,0.0,0.0,0.0
learned_K2_V16_s17,learned,2,17,triviaqa,Few-shot,1,100.0,100.0,0.0
learned_K2_V16_s17,learned,2,17,samsum,Few-shot,1,57.1428566430654,57.14,0.0
learned_K2_V16_s17,learned,2,17,passage_count,Synthetic,1,0.0,0.0,0.0
learned_K2_V16_s17,learned,2,17,passage_retrieval_en,Synthetic,1,100.0,100.0,0.0
learned_K2_V16_s17,learned,2,17,lcc,Code,1,57.99999999999999,58.0,0.0
learned_K2_V16_s17,learned,2,17,repobench-p,Code,1,30.0,30.0,0.0
