condition_id,method,bit_width,seed,task,example_index,example_id,batch_id,batch_size,batch_padded_prompt_tokens,prompt_tokens,generated_tokens,batch_prefill_seconds,batch_decode_seconds,batch_decode_steps,batch_total_seconds,prefill_seconds,decode_seconds,decode_seconds_per_token,total_seconds,peak_gpu_memory_bytes,theoretical_kv_bytes_per_token,actual_cache_dtype
random_K3_V16_s17,random,3,17,qasper,7,1bd9a082bd7b5ab6c152dbda3db38c0c3bc92cddf82383a3,qasper_batch0000_examples7-7,1,3606,3606,21,0.9195226579904556,0.8285150229930878,20,1.764237828552723,0.9195226579904556,0.8285150229930878,0.04142575114965439,1.764237828552723,17102827008,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,51,d95b33cbe3496fb98638b3c3b1a956847b6472aa8d18a5cc,qasper_batch0001_examples51-51,1,3385,3385,12,0.6283215507864952,0.4347616508603096,11,1.0654420480132103,0.6283215507864952,0.4347616508603096,0.03952378644184633,1.0654420480132103,17036312576,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,54,b959a2ca0687fbe1c4f11a6fda00eb9341525f1502c9afc6,qasper_batch0002_examples54-54,1,5608,5608,17,1.0559734627604485,0.7663183361291885,16,1.8256572559475899,1.0559734627604485,0.7663183361291885,0.047894896008074284,1.8256572559475899,17654609920,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,75,b1fdb80cd96f455762f4f3be78a4932e7ae5edb2802d9e5c,qasper_batch0003_examples75-75,1,4379,4379,7,0.8244837149977684,0.26011161506175995,6,1.0859269350767136,0.8244837149977684,0.26011161506175995,0.043351935843626656,1.0859269350767136,17307796992,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,99,d9c7574b1ed1ebd6eb755e6bbeee3513c9c912771059348c,qasper_batch0004_examples99-99,1,3683,3683,21,0.6840257123112679,0.8348105847835541,20,1.5235375836491585,0.6840257123112679,0.8348105847835541,0.041740529239177704,1.5235375836491585,17117993984,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,114,e28df0e3283943b1e011e1dba7a231e35269588b73697ca4,qasper_batch0005_examples114-114,1,10226,10226,3,2.0482820719480515,0.13300783932209015,2,2.181875266134739,2.0482820719480515,0.13300783932209015,0.06650391966104507,2.181875266134739,18937923584,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,140,755daa298cdf770c8ed19ddf39270f07e077d88a82aaa0dc,qasper_batch0006_examples140-140,1,5644,5644,10,1.0787573382258415,0.4333294630050659,9,1.5140566974878311,1.0787573382258415,0.4333294630050659,0.04814771811167399,1.5140566974878311,17667304960,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,144,0225501ce54ac2c95a557a5691a4322482af24748391e6e9,qasper_batch0007_examples144-144,1,6337,6337,24,1.2139545306563377,1.1629575043916702,23,2.381745472550392,1.2139545306563377,1.1629575043916702,0.050563369756159576,2.381745472550392,17863262208,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,145,34c5eb16ccc55869a263dfda28d028267e29ee243880c9d5,qasper_batch0008_examples145-145,1,7195,7195,24,1.394439198076725,1.2367466911673546,23,2.6360889449715614,1.394439198076725,1.2367466911673546,0.05377159526814585,2.6360889449715614,18096934400,78848,bfloat16 reconstructed-key emulation
random_K3_V16_s17,random,3,17,qasper,159,d5e92fcef6747ba1518ae7d8a46ad274b585425b2c889d5b,qasper_batch0009_examples159-159,1,6024,6024,25,1.1557896360754967,1.1865184307098389,24,2.3474891632795334,1.1557896360754967,1.1865184307098389,0.049438267946243286,2.3474891632795334,17772880384,78848,bfloat16 reconstructed-key emulation
