condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
uniform3_identity,identity,3,,qasper,Single QA,45,1.8757028328148584,1.88,5.052054547422775
uniform3_identity,identity,3,,multifieldqa_en,Single QA,30,5.99593329056153,6.0,14.01270357495393
uniform3_identity,identity,3,,hotpotqa,Multi QA,60,2.1951041255380956,2.2,5.752705506608713
uniform3_identity,identity,3,,2wikimqa,Multi QA,60,7.881419549376205,7.88,12.594889043583288
uniform3_identity,identity,3,,gov_report,Summarization,60,0.6411592567089675,0.64,2.127549765361661
uniform3_identity,identity,3,,multi_news,Summarization,59,1.49396250223748,1.49,3.708254581392334
uniform3_identity,identity,3,,trec,Few-shot,60,40.0,40.0,48.98979485566356
uniform3_identity,identity,3,,triviaqa,Few-shot,60,20.847039017627253,20.85,35.34589177052713
uniform3_identity,identity,3,,samsum,Few-shot,60,21.657827422965987,21.66,14.150802774963557
uniform3_identity,identity,3,,passage_count,Synthetic,60,2.3333333333333335,2.33,8.762292952063277
uniform3_identity,identity,3,,passage_retrieval_en,Synthetic,60,0.8333333333333334,0.83,6.400954789890507
uniform3_identity,identity,3,,lcc,Code,60,26.383333333333333,26.38,20.442677308893657
uniform3_identity,identity,3,,repobench-p,Code,60,21.583333333333332,21.58,20.38814334089519
