condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
random_K4_V16_s29,random,4,29,qasper,Single QA,1,96.00000000000001,96.0,0.0
random_K4_V16_s29,random,4,29,multifieldqa_en,Single QA,1,100.0,100.0,0.0
random_K4_V16_s29,random,4,29,hotpotqa,Multi QA,1,66.66666666666666,66.67,0.0
random_K4_V16_s29,random,4,29,2wikimqa,Multi QA,1,0.0,0.0,0.0
random_K4_V16_s29,random,4,29,gov_report,Summarization,1,26.223091537869426,26.22,0.0
random_K4_V16_s29,random,4,29,multi_news,Summarization,1,23.958332834431978,23.96,0.0
random_K4_V16_s29,random,4,29,trec,Few-shot,1,0.0,0.0,0.0
random_K4_V16_s29,random,4,29,triviaqa,Few-shot,1,100.0,100.0,0.0
random_K4_V16_s29,random,4,29,samsum,Few-shot,1,47.82608646030246,47.83,0.0
random_K4_V16_s29,random,4,29,passage_count,Synthetic,1,0.0,0.0,0.0
random_K4_V16_s29,random,4,29,passage_retrieval_en,Synthetic,1,100.0,100.0,0.0
random_K4_V16_s29,random,4,29,lcc,Code,1,64.0,64.0,0.0
random_K4_V16_s29,random,4,29,repobench-p,Code,1,64.0,64.0,0.0
