condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
learned_K3_V16_s43,learned,3,43,qasper,Single QA,1,53.333333333333336,53.33,0.0
learned_K3_V16_s43,learned,3,43,multifieldqa_en,Single QA,1,80.0,80.0,0.0
learned_K3_V16_s43,learned,3,43,hotpotqa,Multi QA,1,0.0,0.0,0.0
learned_K3_V16_s43,learned,3,43,2wikimqa,Multi QA,1,100.0,100.0,0.0
learned_K3_V16_s43,learned,3,43,gov_report,Summarization,1,25.661914042417283,25.66,0.0
learned_K3_V16_s43,learned,3,43,multi_news,Summarization,1,25.454544955520326,25.45,0.0
learned_K3_V16_s43,learned,3,43,trec,Few-shot,1,0.0,0.0,0.0
learned_K3_V16_s43,learned,3,43,triviaqa,Few-shot,1,100.0,100.0,0.0
learned_K3_V16_s43,learned,3,43,samsum,Few-shot,1,51.06382928927117,51.06,0.0
learned_K3_V16_s43,learned,3,43,passage_count,Synthetic,1,0.0,0.0,0.0
learned_K3_V16_s43,learned,3,43,passage_retrieval_en,Synthetic,1,100.0,100.0,0.0
learned_K3_V16_s43,learned,3,43,lcc,Code,1,64.0,64.0,0.0
learned_K3_V16_s43,learned,3,43,repobench-p,Code,1,33.0,33.0,0.0
