condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
uniform3_identity,identity,3,,qasper,Single QA,1,21.052631578947366,21.05,0.0
uniform3_identity,identity,3,,multifieldqa_en,Single QA,1,0.0,0.0,0.0
uniform3_identity,identity,3,,hotpotqa,Multi QA,1,0.0,0.0,0.0
uniform3_identity,identity,3,,2wikimqa,Multi QA,1,25.0,25.0,0.0
uniform3_identity,identity,3,,gov_report,Summarization,1,23.61111070987655,23.61,0.0
uniform3_identity,identity,3,,multi_news,Summarization,1,0.0,0.0,0.0
uniform3_identity,identity,3,,trec,Few-shot,1,100.0,100.0,0.0
uniform3_identity,identity,3,,triviaqa,Few-shot,1,11.11111111111111,11.11,0.0
uniform3_identity,identity,3,,samsum,Few-shot,1,34.04255269352649,34.04,0.0
uniform3_identity,identity,3,,passage_count,Synthetic,1,0.0,0.0,0.0
uniform3_identity,identity,3,,passage_retrieval_en,Synthetic,1,0.0,0.0,0.0
uniform3_identity,identity,3,,lcc,Code,1,91.0,91.0,0.0
uniform3_identity,identity,3,,repobench-p,Code,1,33.0,33.0,0.0
