condition_id,method,scope,layer,kv_head,key_vectors,normalized_key_mse,norm_restored_key_mse,relative_key_mse,maximum_channel_magnitude,max_over_rms,channel_second_moment_max_over_mean,attention_pre_softmax_logit_mse,attention_probability_kl,attention_output_mse
wk_pca_h_K2_V16,wk_pca_h,overall,,,1048576,0.000812374153355222,0.42055937135592103,0.10349631495899662,0.45102089643478394,5.10271892138064,1.1159621588251507,0.8146412674824164,0.1270409857206687,0.00150045264919485
wk_pca_h_K2_V16,wk_pca_h,head,0,0,4096,0.0008564515082980506,0.3405628986656666,0.10959525363539033,0.2064497470855713,2.3357122298683843,2.088489019841659,1.2199956139161108,0.39489471912384033,0.0001313269103775383
wk_pca_h_K2_V16,wk_pca_h,head,0,1,4096,0.0007494871970266104,0.24077570252120495,0.09645704768430444,0.23238268494606018,2.629109946883089,2.6965207831885456,0.5271736130147417,0.14649043045938015,2.295016383868642e-05
wk_pca_h_K2_V16,wk_pca_h,head,0,2,4096,0.0007731296864221804,0.22865707613527775,0.09990588303595009,0.278742253780365,3.1536085910506757,2.674764310439418,0.6406365110163104,0.28381943702697754,5.1923094815720106e-05
wk_pca_h_K2_V16,wk_pca_h,head,0,3,4096,0.0007329718428081833,0.13531341031193733,0.0931330673373897,0.2699449360370636,3.054078325877855,4.217393124503292,0.24959506207739401,0.1096958015114069,1.2154649084550329e-05
wk_pca_h_K2_V16,wk_pca_h,head,0,4,4096,0.0007357490467256866,0.13720005005598068,0.09498851658312277,0.25295668840408325,2.861878209141754,3.739716013997227,0.4401095354998553,0.150046793743968,9.924430969476816e-06
wk_pca_h_K2_V16,wk_pca_h,head,0,5,4096,0.0007611029504914768,0.15411425195634365,0.09687594212879533,0.2856118381023407,3.2313290697807546,3.018180917206078,0.2781986846328944,0.13444042764604092,8.201467551316455e-06
wk_pca_h_K2_V16,wk_pca_h,head,0,6,4096,0.0007761467422824353,0.34387123212218285,0.09822868646835342,0.2621762752532959,2.966185915861902,3.18631220704283,0.649342021979319,0.15858236327767372,1.4067163533582061e-05
wk_pca_h_K2_V16,wk_pca_h,head,0,7,4096,0.0008502389100613073,0.18927676789462566,0.11052950797411629,0.2765713036060333,3.1290471120076986,2.377946680637179,1.4345225878858658,0.314755417406559,3.803233084909152e-05
wk_pca_h_K2_V16,wk_pca_h,head,1,0,4096,0.0007437108870362863,0.4108657278120518,0.09521244882345926,0.2857431471347809,3.232814660974949,3.773115429749372,0.8563037745901483,0.12307435926049948,8.988319405034417e-05
wk_pca_h_K2_V16,wk_pca_h,head,1,1,4096,0.0008248078593169339,0.5275237336754799,0.10462074308181568,0.30000442266464233,3.3941625643312543,5.110841267302706,1.5647452728093019,0.1560297477990389,0.00013133010725141503
wk_pca_h_K2_V16,wk_pca_h,head,1,2,4096,0.0007024272563285194,0.37391139939427376,0.09012325536107746,0.23397918045520782,2.6471722369255977,3.12165509339365,0.6490595261720654,0.11180893704295158,7.007664589764317e-05
wk_pca_h_K2_V16,wk_pca_h,head,1,3,4096,0.0008300044646603055,0.4317753091454506,0.10655680683772255,0.2958376407623291,3.347020818606442,4.868215585592694,1.2020509656642149,0.13722379226237535,3.667236205728841e-05
wk_pca_h_K2_V16,wk_pca_h,head,1,4,4096,0.0007222058629849926,0.5929098948836327,0.09236518386599399,0.3206658363342285,3.6279197674267496,2.591867403402705,1.226661027755886,0.15582042559981346,0.0002247450865979772
wk_pca_h_K2_V16,wk_pca_h,head,1,5,4096,0.000751627390854992,0.4653451219201088,0.09618758088172442,0.26155343651771545,2.9591393172796967,2.368609634183328,0.9393814562821714,0.1760468352586031,0.00025057811762962956
wk_pca_h_K2_V16,wk_pca_h,head,1,6,4096,0.0007536146586062387,0.4494016654789448,0.09626062209642207,0.2803092896938324,3.1713375788357547,3.6494305996388476,0.8809678596362733,0.08115174528211355,8.69344348757295e-05
wk_pca_h_K2_V16,wk_pca_h,head,1,7,4096,0.0007308575150091201,0.3338438495993614,0.09353852266069121,0.26969313621520996,3.0512295061031867,3.9338505913213266,0.6889844600684927,0.17012114077806473,5.384937639973941e-05
wk_pca_h_K2_V16,wk_pca_h,head,2,0,4096,0.0007654375222045928,0.43720193579792976,0.09796883376274486,0.31794294714927673,3.5971138171521644,3.1667891035536155,0.8166211743568584,0.029805883299559355,5.5260255066968966e-05
wk_pca_h_K2_V16,wk_pca_h,head,2,1,4096,0.0007594942362629808,0.44488638639450073,0.09729577130788283,0.2448737770318985,2.7704305128012443,2.185316054921211,0.6745260510063543,0.09127979539334774,0.0001969521508726757
wk_pca_h_K2_V16,wk_pca_h,head,2,2,4096,0.0008180632939911447,0.5054075419902802,0.1048199013799367,0.36001864075660706,4.073145933167942,4.395296584570014,1.4915119937056454,0.06568815605714917,0.00018485726286598947
wk_pca_h_K2_V16,wk_pca_h,head,2,3,4096,0.0008098214384517632,0.45221611112356186,0.10375347870473994,0.3417540490627289,3.8665056664873054,3.202570638775103,1.2093976264343858,0.06420766841620207,0.00010231389751425013
wk_pca_h_K2_V16,wk_pca_h,head,2,4,4096,0.0008087081805570051,0.3557959794998169,0.10344134217521869,0.32334282994270325,3.658206498321692,3.9607600626868855,0.8863442478588914,0.06148675037547946,0.00011803233610407915
wk_pca_h_K2_V16,wk_pca_h,head,2,5,4096,0.0008547692632419057,0.44776909425854683,0.10919329597458963,0.3435623347759247,3.8869640810928026,3.0421472384123147,2.579340587117751,0.037563811521977186,0.00010477780233486556
wk_pca_h_K2_V16,wk_pca_h,head,2,6,4096,0.0007471623684978113,0.49068520590662956,0.09558754335838597,0.29027971625328064,3.2841400827738245,2.5934139628891617,1.0695824725353695,0.0397650976665318,0.00014424760956899263
wk_pca_h_K2_V16,wk_pca_h,head,2,7,4096,0.0007791960160830058,0.5448518693447113,0.09974421735221417,0.321102112531662,3.632855683864085,4.584697326064708,0.9894898323520117,0.055669164285063744,0.00018646548051037826
wk_pca_h_K2_V16,wk_pca_h,head,3,0,4096,0.0008158104319591075,0.3605875261127949,0.10386238723206052,0.35272446274757385,3.9906217177540944,6.263660263839768,0.7990777013827021,0.07931680791079998,0.00013291234154166887
wk_pca_h_K2_V16,wk_pca_h,head,3,1,4096,0.000858602586959023,0.4221057705581188,0.11012253129565941,0.34458911418914795,3.8985807641031487,5.51981072284997,1.9313849436144614,0.05222922237589955,0.0003283571422798559
wk_pca_h_K2_V16,wk_pca_h,head,3,2,4096,0.000747102421883028,0.45001181587576866,0.09574862916140817,0.2930123805999756,3.3150566342177092,3.5593360391772735,0.7449924625151338,0.08011291734874249,0.0004073357777087949
wk_pca_h_K2_V16,wk_pca_h,head,3,3,4096,0.0007715959509368986,0.3871309980750084,0.09846994787414262,0.33358821272850037,3.7741197760061285,3.9793519818364786,0.5679991426523666,0.11080573033541441,0.00023081701692717616
wk_pca_h_K2_V16,wk_pca_h,head,3,4,4096,0.0008378757775062695,0.5236460044980049,0.10741115182994444,0.25084859132766724,2.8380278214081405,2.1029628691755473,0.9233170522351479,0.07410831563174725,0.0007429330071317963
wk_pca_h_K2_V16,wk_pca_h,head,3,5,4096,0.0007915052192402072,0.27637559548020363,0.1008589817021554,0.32957062125205994,3.72866591565564,4.106153109633729,0.5175115276730781,0.13445783499628305,0.0002900281106121838
wk_pca_h_K2_V16,wk_pca_h,head,3,6,4096,0.0008133477749652229,0.3577152416110039,0.10393289353557106,0.3424183130264282,3.8740209510662784,4.075634809661086,0.6517594766895674,0.05381255969405174,0.00012489917025959585
wk_pca_h_K2_V16,wk_pca_h,head,3,7,4096,0.0007367459693341516,0.44015438482165337,0.09424598874834456,0.286986768245697,3.246884621586481,3.3195820690811964,0.5962390490675066,0.10549915302544832,0.00035541278339223936
wk_pca_h_K2_V16,wk_pca_h,head,4,0,4096,0.0009870757057797164,0.3697708509862423,0.12620250381876608,0.4079277217388153,4.615175308465513,9.047628785673306,0.9741021615487558,0.11782378517091274,0.0002515472770028282
wk_pca_h_K2_V16,wk_pca_h,head,4,1,4096,0.0007876366071286611,0.47941891103982925,0.10052243658504634,0.34717318415641785,3.927816177046084,4.667812402058106,0.7254129450688352,0.12182196229696274,0.0004889226147497538
wk_pca_h_K2_V16,wk_pca_h,head,4,2,4096,0.0007338678915402852,0.36346134915947914,0.09366705265598778,0.3285926878452301,3.71760185806209,4.020897299997894,0.5518832922446565,0.08610816858708858,0.00033621202237554826
wk_pca_h_K2_V16,wk_pca_h,head,4,3,4096,0.0007596123468829319,0.5398011282086372,0.09721238392083517,0.2679140269756317,3.031101207431887,2.438677137665707,1.0723499350148102,0.16439307108521461,0.0012487340427469462
wk_pca_h_K2_V16,wk_pca_h,head,4,4,4096,0.0008088458998827264,0.45596567913889885,0.10336467094720053,0.34177982807159424,3.866797317219146,4.618808201616102,0.9547977112887198,0.10674299579113722,0.0003634734712250065
wk_pca_h_K2_V16,wk_pca_h,head,4,5,4096,0.0007769275252940133,0.31314025819301605,0.0991768671254937,0.31464046239852905,3.559750455924429,4.789069545493747,0.6947946678592912,0.07841080613434315,0.00011628615720837843
wk_pca_h_K2_V16,wk_pca_h,head,4,6,4096,0.0007356685237027705,0.3989858068525791,0.0941749804348202,0.2578660547733307,2.917421362179351,2.374349393638592,0.7246143051058228,0.12155348807573318,0.0008169420616468415
wk_pca_h_K2_V16,wk_pca_h,head,4,7,4096,0.0008113164076348767,0.41048169508576393,0.10362309493873108,0.3524652123451233,3.987688637721367,3.743827374590898,0.8528666654293068,0.0930803194642067,0.0002227366203442216
wk_pca_h_K2_V16,wk_pca_h,head,5,0,4096,0.0007836759396013804,0.43845532462000847,0.09993253233312856,0.3298778533935547,3.7321418634095735,4.071353472963001,0.9281830146298771,0.13450493104755878,0.0007118361681932583
wk_pca_h_K2_V16,wk_pca_h,head,5,1,4096,0.0008351185460924171,0.4465070888400078,0.10587613958265431,0.40758201479911804,4.6112640784611925,5.102948845596682,0.9564671581483957,0.20903664082288742,0.0007699534544372
wk_pca_h_K2_V16,wk_pca_h,head,5,2,4096,0.0008990267015178688,0.46494851633906364,0.11497581482178686,0.3802141845226288,4.301632430336412,4.656944707284045,1.896175020154689,0.08303436916321516,0.0003325092220620718
wk_pca_h_K2_V16,wk_pca_h,head,5,3,4096,0.000736013324058149,0.4318048618733883,0.09414121583063696,0.28610944747924805,3.2369588659415376,3.7445001697459426,0.8681610211526674,0.18931171111762524,0.0017965203878702596
wk_pca_h_K2_V16,wk_pca_h,head,5,4,4096,0.0009853683659457602,0.4899607114493847,0.12625967720456638,0.4217306971549988,4.771338149772682,9.510034708238921,1.1128538626211661,0.23931769840419292,0.0010282062357873656
wk_pca_h_K2_V16,wk_pca_h,head,5,5,4096,0.0008418257712037303,0.34741225838661194,0.10761165044026612,0.3359292447566986,3.800605536141606,4.231608982542655,0.597641534043102,0.12857904937118292,0.00028342722180241253
wk_pca_h_K2_V16,wk_pca_h,head,5,6,4096,0.0007362184551311657,0.4218650944530964,0.09430016392325631,0.2659396231174469,3.008763354162251,2.9884216981829446,0.5611479984157034,0.14079536125063896,0.0005521079328900669
wk_pca_h_K2_V16,wk_pca_h,head,5,7,4096,0.0007356525384238921,0.4450739845633507,0.09417979584642902,0.2913929224014282,3.296734570363791,2.787460336060873,0.7660184417784098,0.1481756493449211,0.0012890092184534296
wk_pca_h_K2_V16,wk_pca_h,head,6,0,4096,0.0007696854590903968,0.39726557582616806,0.09814209968812801,0.316290020942688,3.578413079779781,3.5823666682931976,0.562875981916461,0.07764899730682373,0.0002954330684588058
wk_pca_h_K2_V16,wk_pca_h,head,6,1,4096,0.0007502840016968548,0.47814713791012764,0.09566185651676377,0.33411678671836853,3.7800999088936957,3.3299269014274597,0.7364067613032826,0.2163765002042055,0.0013822779728798196
wk_pca_h_K2_V16,wk_pca_h,head,6,2,4096,0.0007550343289040029,0.5242093168199062,0.09662223922014315,0.30410924553871155,3.4406033465586336,3.0788826775774307,0.9715442248487566,0.20488149300217628,0.0014101500710239634
wk_pca_h_K2_V16,wk_pca_h,head,6,3,4096,0.0007436076994054019,0.41637860983610153,0.09517348418421732,0.2690219283103943,3.0436356494333427,2.79004893661287,0.8541096098009373,0.22809221781790257,0.002262297901324928
wk_pca_h_K2_V16,wk_pca_h,head,6,4,4096,0.0007353817345574498,0.4618886485695839,0.09409964752244412,0.26644212007522583,3.0144484590815614,2.2648366846688983,0.7184339601394029,0.14385034330189228,0.0011909501627087593
wk_pca_h_K2_V16,wk_pca_h,head,6,5,4096,0.0007981140879564919,0.458982452750206,0.10212468056561105,0.3184996545314789,3.603412229230944,4.052712546391807,0.6640300713552136,0.1503912303596735,0.0005473818382597528
wk_pca_h_K2_V16,wk_pca_h,head,6,6,4096,0.000864019115397241,0.34859275445342064,0.11062653430081412,0.3522113263607025,3.9848162543348526,4.281856370051708,0.6826096845184386,0.15302888862788677,0.000557632065465441
wk_pca_h_K2_V16,wk_pca_h,head,6,7,4096,0.0008501741976942867,0.5346082746982574,0.10875779504617718,0.36044636368751526,4.077985067569064,4.299121395789745,1.0879841334173785,0.13161087967455387,0.0004491214785957709
wk_pca_h_K2_V16,wk_pca_h,head,7,0,4096,0.0007324368416448124,0.46593863144516945,0.09359566917240407,0.29563820362091064,3.3447644337622653,2.4703476384781102,0.8678734019021077,0.18109293840825558,0.001976889805519022
wk_pca_h_K2_V16,wk_pca_h,head,7,1,4096,0.000759327769628726,0.4439055547118187,0.096869770649694,0.32379695773124695,3.6633443827673124,3.3652466056353116,0.7495791712234824,0.16916223615407944,0.0016024521755753085
wk_pca_h_K2_V16,wk_pca_h,head,7,2,4096,0.0007822003244655207,0.5889443978667259,0.09970275562250092,0.3253633379936218,3.6810659381579725,4.186536555174738,1.085538287841321,0.27360208705067635,0.0018275153415743262
wk_pca_h_K2_V16,wk_pca_h,head,7,3,4096,0.000763832162192557,0.5202063545584679,0.09775275411625264,0.30893033742904663,3.495147775849446,3.5305220316734527,0.7663863183926886,0.15410368889570236,0.00063976827004808
wk_pca_h_K2_V16,wk_pca_h,head,7,4,4096,0.0007555491974926554,0.5354732945561409,0.09632215675872453,0.30499887466430664,3.4506683437993613,3.7186210392222803,1.0339672616583098,0.22116407193243504,0.0015736170898890123
wk_pca_h_K2_V16,wk_pca_h,head,7,5,4096,0.0007981525777722709,0.35901007056236267,0.10173744196319554,0.3308490216732025,3.743129360714297,3.4104808958793207,0.5924458643149214,0.1682061031460762,0.0008184634134522639
wk_pca_h_K2_V16,wk_pca_h,head,7,6,4096,0.0007817583391442895,0.520204458385706,0.09975644071037892,0.33551061153411865,3.795869229456456,2.5896787860746966,0.786137452599598,0.20346538349986076,0.0011818726197816432
wk_pca_h_K2_V16,wk_pca_h,head,7,7,4096,0.0007428143726428971,0.49971452355384827,0.09490988963328024,0.2959124743938446,3.347867451257207,2.878681765290768,0.712672815453007,0.1480103898793459,0.0010777823044918478
wk_pca_h_K2_V16,wk_pca_h,head,8,0,4096,0.0008877499931259081,0.5045128352940083,0.11373681766475452,0.3721875250339508,4.210821153581003,5.016979189859774,1.0004619501719931,0.14544827304780483,0.0006236320441530552
wk_pca_h_K2_V16,wk_pca_h,head,8,1,4096,0.0007589374581584707,0.36791665852069855,0.09693176397258381,0.31852662563323975,3.603717367325764,4.281321050712402,0.6703893278542086,0.1500212736427784,0.0012779131648130715
wk_pca_h_K2_V16,wk_pca_h,head,8,2,4096,0.0009121367693296634,0.5584878697991371,0.11664318261985297,0.37472984194755554,4.239584169656168,3.975202805923121,0.8536372863293623,0.18064872547984123,0.0014473332121269777
wk_pca_h_K2_V16,wk_pca_h,head,8,3,4096,0.0007983527611941099,0.508165679872036,0.10155948163051658,0.3582419157028198,4.053044575592244,3.468038506272828,0.7925435785661664,0.18325472623109818,0.0012782740959664807
wk_pca_h_K2_V16,wk_pca_h,head,8,4,4096,0.0010014844010584056,0.5010262727737427,0.12812937829213844,0.38125932216644287,4.3134568034138905,7.445722714467439,0.6872590196992454,0.1534563023597002,0.0007742710658931173
wk_pca_h_K2_V16,wk_pca_h,head,8,5,4096,0.0007526573754148558,0.40658048540353775,0.09661218620019105,0.24678580462932587,2.7920626407282647,2.9614443470649214,0.7258430837887769,0.1983060408383608,0.0018120863242074847
wk_pca_h_K2_V16,wk_pca_h,head,8,6,4096,0.000889197071956005,0.4568352997303009,0.11233490439105484,0.38201791048049927,4.32203925940381,4.90147150723074,0.7305564954731665,0.1484627090394497,0.0008599023203714751
wk_pca_h_K2_V16,wk_pca_h,head,8,7,4096,0.0008883500777301379,0.5295315831899643,0.1136143885342906,0.3717152774333954,4.2054782618614395,3.408244335032583,0.568305775900798,0.1596712525933981,0.0007594715571030974
wk_pca_h_K2_V16,wk_pca_h,head,9,0,4096,0.0008852989558363333,0.4981996417045593,0.1128701101598592,0.39613720774650574,4.481780849729767,3.6198901712278784,0.5805414880228321,0.16268589533865452,0.0006100121536292136
wk_pca_h_K2_V16,wk_pca_h,head,9,1,4096,0.0008366150577785447,0.2524952255189419,0.1070922237790909,0.33184751868247986,3.754426063446958,4.780384764634815,0.424835900349459,0.1107868542894721,0.0009597883836249821
wk_pca_h_K2_V16,wk_pca_h,head,9,2,4096,0.0007581480895169079,0.5342931225895882,0.09695564981682432,0.29210224747657776,3.304759660395667,1.982401720193404,0.9095910501758955,0.21299521252512932,0.0029998042446095496
wk_pca_h_K2_V16,wk_pca_h,head,9,3,4096,0.0009207635957864113,0.4376811422407627,0.11747910710375191,0.38424181938171387,4.347199910117757,5.602094341008051,0.7223697982103968,0.17731253057718277,0.0009251972442143597
wk_pca_h_K2_V16,wk_pca_h,head,9,4,4096,0.0008378544516745023,0.40119563043117523,0.1060851531630731,0.37668585777282715,4.261713968888181,3.7810405406756575,0.5685493885657475,0.174773832783103,0.0015018196572782472
wk_pca_h_K2_V16,wk_pca_h,head,9,5,4096,0.0008840447262628004,0.3805007003247738,0.11251042182165635,0.41001051664352417,4.638739460173971,5.081463560795989,0.5439904939826237,0.13002987764775753,0.0007551794915343635
wk_pca_h_K2_V16,wk_pca_h,head,9,6,4096,0.0008473839334328659,0.45483265072107315,0.10824379256389714,0.3814695179462433,4.315834906441216,5.641789143408125,0.9255822239331102,0.10923925414681435,0.0006021189110470004
wk_pca_h_K2_V16,wk_pca_h,head,9,7,4096,0.0008564283780287951,0.4405777230858803,0.10916950182410767,0.37228527665138245,4.211927077474618,4.124602455449679,0.5539106737103379,0.11952872946858406,0.0005681905604433268
wk_pca_h_K2_V16,wk_pca_h,head,10,0,4096,0.0008826071716612205,0.5192034058272839,0.11332647617284963,0.3685004413127899,4.1691065378737076,3.7318124706815583,0.8831465128104822,0.11688998527824879,0.0013003304338781163
wk_pca_h_K2_V16,wk_pca_h,head,10,1,4096,0.0008823245589155704,0.3255317211151123,0.11256140828738077,0.36715376377105713,4.153870620073406,5.039983002648531,0.5066967568202325,0.10376502852886915,0.00089815952378558
wk_pca_h_K2_V16,wk_pca_h,head,10,2,4096,0.0007740522487438284,0.3646389804780483,0.09887042679219031,0.34163737297058105,3.865185618003584,3.634666829451101,0.8342363681012427,0.12830170057713985,0.0011846916750073433
wk_pca_h_K2_V16,wk_pca_h,head,10,3,4096,0.0008888786032912321,0.4142434671521187,0.11320786884405269,0.45102089643478394,5.102718916579161,6.942101389779315,0.9646844399138036,0.1300969235599041,0.0005984251401969232
wk_pca_h_K2_V16,wk_pca_h,head,10,4,4096,0.0008564733652747236,0.5071998760104179,0.10959033829772966,0.3501880466938019,3.9619254599437776,4.2895527045084325,0.7689832720840186,0.18374180048704147,0.0010687905014492571
wk_pca_h_K2_V16,wk_pca_h,head,10,5,4096,0.0008098646430880763,0.5030980370938778,0.10308590643811302,0.3694646656513214,4.180015518973142,3.865740163589418,0.6998062877394767,0.1429744753986597,0.0007211678530438803
wk_pca_h_K2_V16,wk_pca_h,head,10,6,4096,0.000816699095594231,0.44056176021695137,0.10327454122930939,0.3685312867164612,4.169455536710897,3.3921955894852003,0.6461316530699851,0.1620815135538578,0.0008031120742089115
wk_pca_h_K2_V16,wk_pca_h,head,10,7,4096,0.0008342347791767679,0.5353647619485855,0.1064532548359125,0.34858858585357666,3.9438296184429307,3.1644951252181963,0.8752615186903212,0.1756400354206562,0.0010244304139632732
wk_pca_h_K2_V16,wk_pca_h,head,11,0,4096,0.0008465216087643057,0.37849536165595055,0.10708125250071952,0.3629809617996216,4.106660769833085,4.348550659135778,0.454004284001698,0.13228128477931023,0.0005292051537253428
wk_pca_h_K2_V16,wk_pca_h,head,11,1,4096,0.0008883455593604594,0.4797684885561466,0.11330605840693546,0.38128358125686646,4.313731252610035,3.1108354332185106,0.7755239460668136,0.15101764351129532,0.0012024689640384167
wk_pca_h_K2_V16,wk_pca_h,head,11,2,4096,0.0007629122046637349,0.42873892188072205,0.09760418587280006,0.3077724575996399,3.4820478662582453,3.2450375500279987,0.7195137202391151,0.18050494603812695,0.0015942949103191495
wk_pca_h_K2_V16,wk_pca_h,head,11,3,4096,0.0008348371629836038,0.3934992849826813,0.10648704776941098,0.3452053368091583,3.9055525357321907,3.3556830289083313,0.474900147138748,0.1304005514830351,0.000685929466271773
wk_pca_h_K2_V16,wk_pca_h,head,11,4,4096,0.0007623123019584455,0.43858567252755165,0.09728078206923807,0.32262781262397766,3.650117000250103,3.4836258700624807,0.8071225707293951,0.2399611920118332,0.002540489484090358
wk_pca_h_K2_V16,wk_pca_h,head,11,5,4096,0.0008268870806205086,0.33966566249728203,0.10570360902425369,0.37597084045410156,4.253624468287609,5.444224055886516,0.49023661697119997,0.11640487611293793,0.001198915662826039
wk_pca_h_K2_V16,wk_pca_h,head,11,6,4096,0.0008309241165989079,0.4517904035747051,0.10535641842436581,0.37916862964630127,4.289803320622952,3.6744384002411765,0.5934100234717653,0.17353279888629913,0.0013343814061954618
