condition_id,method,bit_width,seed,task,category,examples,mean_score,official_score_rounded,population_stddev
random_K4_V16_s29,random,4,29,qasper,Single QA,15,63.2263563924538,63.23,40.06885315513685
random_K4_V16_s29,random,4,29,multifieldqa_en,Single QA,15,36.88478542985232,36.88,29.14445559410888
random_K4_V16_s29,random,4,29,hotpotqa,Multi QA,15,49.666666666666664,49.67,41.46484454731904
random_K4_V16_s29,random,4,29,2wikimqa,Multi QA,15,41.568627450980394,41.57,48.05161904703252
random_K4_V16_s29,random,4,29,gov_report,Summarization,15,33.53606291517032,33.54,4.251401330423804
random_K4_V16_s29,random,4,29,multi_news,Summarization,15,23.507805946139985,23.51,6.587403122795503
random_K4_V16_s29,random,4,29,trec,Few-shot,15,73.33333333333333,73.33,44.22166387140533
random_K4_V16_s29,random,4,29,triviaqa,Few-shot,15,94.60317460317461,94.6,16.756372343360823
random_K4_V16_s29,random,4,29,samsum,Few-shot,15,51.74862147822997,51.75,16.64577648636825
random_K4_V16_s29,random,4,29,passage_count,Synthetic,15,20.0,20.0,40.0
random_K4_V16_s29,random,4,29,passage_retrieval_en,Synthetic,15,93.33333333333333,93.33,24.94438257849294
random_K4_V16_s29,random,4,29,lcc,Code,15,81.33333333333333,81.33,24.59448899426229
random_K4_V16_s29,random,4,29,repobench-p,Code,15,54.93333333333333,54.93,29.49229654597206
